id,text,lang,timestamp
1615301716941090817,阪神大震災28年．忘れないために．地上に現れた活断層と地盤の液状化．1995年3月撮影．#阪神大震災　#兵庫県南部地震 https://t.co/5NSD6aHgIg,ja,2023-01-17 11:55:22.423
1615302542984118273,"RT @erozk1: Çok haklıyız 2- Devlet patrona deprem nedeniyle 3 ay işe girişi geç bildirme hakkı verdi #RTErdoğan 
@_cevdetyilmaz 
@nejatkoce…",tr,2023-01-17 11:58:38.221
1615302640476524549,地震雲私も気になるから突き止めてほしい！！！#NHK沼,ja,2023-01-17 11:59:00.868
1615302779333128196,"本日2023年1月17日で、兵庫県南部地震(阪神淡路大震災)発生から28年。
亡くなられた皆様に哀悼の意を表します。",ja,2023-01-17 11:59:33.917
1615302907645267968,"@03sana11 かもねぇ～
申し訳ないけど、縁が無さすぎて揺れるとちょっとテンション上がるからね(苦笑)",ja,2023-01-17 12:00:04.917
1615303018081325057,沼、面白いけど『そっちは毒の沼だ戻ってこい』という事例がたまにあるからハラハラする。,ja,2023-01-17 12:00:31.336
1615303017334726656,"RT @edanoyukio0531: 当時は当選一回、30代になったばかりの新人議員でした。被災から数日後、衆議院災害対策特別委員会の現地視察に加えていただき、現地に赴いた時の衝撃は今も忘れられません。
⇒

阪神・淡路大震災から28年 地震発生の午前5時46分に黙とう |…",ja,2023-01-17 12:00:31.887
1615303107881340928,"RT @bsx3OFpqArGH8eA: ""東日本大震災"" をSBI 北尾吉孝 が予言していた‼

2011年　年頭所感
「自然災害など天変地異の異常や予期せぬ出来事が起き易い。特に地震である。(後略) 」
https://t.co/zBKaLLIJvO

阪神淡路大震災を含む…",ja,2023-01-17 12:00:53.259
1615306640583950336,RT @nacigorur: da yönetimleri “DEPREM DİRENÇLİ KENTLER’ oluşturması için sürekli bir kampanya düzenlemiyor. Belki de böyle bir görevimiz yo…,tr,2023-01-17 12:14:55.212
1615306749292220418,"RT @anka00001: 17 ağustos 1999 deprem mağdurlarıyız, sayımız az derdimiz büyük. Tek dileğimiz bize ses olmanız. 
@ahaber
@BirGun_Gazetesi
@…",tr,2023-01-17 12:15:20.862
1615306858339905536,RT @Sonofthebeach33: این سیل نیست بمونی تو خونه تا کشته نشی، این زلزله است باید بیای بیرون تا زنده بمونی؛ تهران ۲۷ دی‌ماه✌🏻  #IRGCterrorist…,fa,2023-01-17 12:15:47
1615306942217605121,"RT @marocyokkai4: @shop_kakiko2 村山富市総理が自衛隊の派遣要請を故意ではないかと思うぐらい遅らせた結果、多くの人が亡くなった。
当時自衛隊は、地震直後にいつでも出動できるようスタンバイしていたことは既に証明されている。",ja,2023-01-17 12:16:06.725
1615307040116834308,"@tgf8mku61wlpds 私は淡路島なので本当に怖くて辛い体験でした😰
我が家は被災自体は大丈夫でしたが画像等を見るとあの時の恐怖がよみがえります🥲
ご不幸にも被災又お亡くなりになられた方々のご冥福をお祈りします🙏",ja,2023-01-17 12:16:29.757
1615307120332898305,"RT @seitenkaze: 維新と協調路線みたいやけどカジノの立ち位置は？
夢洲カジノが大地震で壊滅すると想像できるよね。
それなら作らず震災で命を守る施策の方が余程、府民の為になると思う。
維新とカジノで対峙できるのか、できないのか？
野党なのか？ゆ党なのか？ハッキリして…",ja,2023-01-17 12:16:49.653
1615307249475551234,"RT @0024tmhktb06am: これは閲覧注意なのですが、#阪神淡路大震災 の瞬間のコンビニエンスストアの映像です。
震度３とか４の地震なら「お、地震」って気づけるのですが、唐突に直下で震度７が来るとこうなるので何が起きたのか理解できません。ちなみに、あらゆるものが吹っ…",ja,2023-01-17 12:17:19.987
1615312079400861697,"M 1.5 - Kenai Peninsula, Alaska 
 
Time of Earthquake: 2023-01-17 05:32:52.772000 

1.5 Magnitude earthquake Kenai Peninsula, Alaska
 
View details at: https://t.co/fnXalpXtLO",en,2023-01-17 12:36:31.756
1615312745687318528,Malang Residents Feel 4.8M Earthquake for Two Seconds https://t.co/x9lgu1RJQ9 #TempoEnglish,en,2023-01-17 12:39:10.756
1615313660288856065,"RT @andresiniesta8: Todo mi cariño y fuerza para Kobe y toda su gente en esta fecha tan señalada, hoy que se cumplen 28 años del terremoto…",ja,2023-01-17 12:42:50.858
1615314701881167874,@ohfukkewe @EllieRod8 But why does her liner always look like it was done while in a damn earthquake?!? 🤦🏻‍♀️,en,2023-01-17 12:46:56.678
1615315807109615616,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 12:51:19.826
1615316534053974016,"M2.2 #earthquake 58mi WNW of #Brawley, CA at 03:50am. 11mi N of Borrego Springs, CA — https://t.co/h2Jn6VmvkV https://t.co/dSDMRHuwhX",en,2023-01-17 12:54:15.047
1615317226437103617,"RT @enahpiutoficial: El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la ciudad d…",es,2023-01-17 12:56:58.787
1615317552598773760,"RT @enahpiutoficial: El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la ciudad d…",es,2023-01-17 12:58:17.146
1615317907994513409,@lesbopicnic oh no bff….i haven’t slept much,en,2023-01-17 12:59:40.872
1615318382991273984,"RT @hkgoatman: Earthquake Bird
#ドット絵 #pixelart https://t.co/GzKDCNZe46",en,2023-01-17 13:01:34.936
1615318602445647879,"RT @hkgoatman: Earthquake Bird
#ドット絵 #pixelart https://t.co/GzKDCNZe46",en,2023-01-17 13:02:26.784
1615318985318486017,"RT @Suchitra_Dass: No one can harm you when God is with you. 
Arsenal 
#earthquake #Accidents https://t.co/EcJ4BwDhl3",en,2023-01-17 13:03:58.161
1615319416928886784,"Haciendo mandados como cuando Prieto se los exigía...

Julito no me cuelgue!! https://t.co/lBfM7WHXLn",es,2023-01-17 13:05:40.838
1615319577390374913,#Earthquake (#sismo) M2.5 strikes 71 km SW of #León (#Nicaragua) 7 min ago. More info: https://t.co/OV9IEzAsiq,en,2023-01-17 13:06:18.957
1615301214270525440,"RT @livedoornews: 【忘れない】本日1月17日で「阪神淡路大震災」から28年

1995年1月17日午前5時46分に発生。近畿圏の広域が大きな被害を受け、犠牲者は6434人に達した。第二次世界大戦後に発生した地震災害としては当時最大で、この災害を教訓として「DM…",ja,2023-01-17 11:53:21.368
1615301303953166340,RT @yororolog: 【クジラ】「淀ちゃん」1km流され“岸に漂着” ややこしい事態に　大阪市「対応を再検討」　ネット「地震が心配」「リアル“怪獣のあとしまつ”」「自衛隊がやるしか」 https://t.co/U7DjAEgtWZ,ja,2023-01-17 11:53:42.798
1615301402829680641,RT @KimuraYouji: 人工地震だと公表したら怒り狂うだろう😡😡😡😡😡,ja,2023-01-17 11:54:07.216
1615301516088467456,"@wABQupnaJ7qxiTO 天変地異や戦争及び紛争に関して日本は多大な世界保険に入っているはずです

昨年の知床遊覧船沈没事故でもロシアは遺体引き渡しに速やかな対応してます

人道的と戦略的な場面で区切りを付けてる政府であり隣国であり領土問題もありますが日本国は流されず対応していると思います

話逸れてすみません",ja,2023-01-17 11:54:33.066
1615301628319641605,"#阪神淡路大震災 から今日で28年。
長野県でも大きな地震が起こる可能性があります。
いつ起こるかわからない地震に対し、できることは「備える」こと。
家具の固定や配置の確認、非常持ち出し品の点検など、今日という日に改めて「地震への備え」の確認を。",ja,2023-01-17 11:54:59.972
1615301719696736257,@nanase525sky お疲れ様〜♪私の姉は、ちょうど当時兵庫にいて震災直撃うけました。命からがら帰省して来たのも記憶に残っています。5年ほど前に群馬と大阪で地震があった時は。それを掻い潜って移動しました。自分の運の強さ実感しました。普段から災害時対応備えておきたいよね❤︎,ja,2023-01-17 11:55:22.148
1615302558876315657,"愛媛なんて地震来たら終わりだもんね…
周期的にいつ来てもほんとおかしくないってずっと言われてるしもしTwitter来なかったら死んでると思ってくれ…",ja,2023-01-17 11:58:41.821
1615302645618548738,RT @serdaremirolu: Deprem nedeniyle sgk girișlerimiz yapılamadı bu nedenle Eyt kapsam dıșı kalmak istemiyoruz @RTErdogan @vedatbilgn @iyipa…,tr,2023-01-17 11:59:02.724
1615302777907052547,@hiroyoshimura IRは津波で壊滅,ja,2023-01-17 11:59:33.655
1615302904369532929,熟睡してたから気づいたのが遅かったけど「地震！」のまえになんだかわからないけど「やられた」って思いました･･木造家屋はいちど全体がフンワリ拡がってから戻った跡（玄関の壁と床のあいだに靴がはさまってる）が見られましたよ https://t.co/skw1m4v2Pu,ja,2023-01-17 12:00:04.614
1615303015464062977,"@shonan_maturi 大地震の時
電気は止まりましたが
プロパンガスは
普通に火がついて感動した思い出",ja,2023-01-17 12:00:31.589
1615303104634966018,"RT @nhk_ikiruskill: #阪神・淡路大震災 からあすで28年。
早朝の地震で6400人以上の方が亡くなりました。

▽大地震が起きたらどう行動すべきか
▽避難する時、何に気をつけるべきか

家族や友人、大切な人と一緒に、
あすは改めて防災を考える一日にしたいと思…",ja,2023-01-17 12:00:52.029
1615306648746332160,阪神高速が「緊急車両専用」に 巨大地震を想定した高速道路での訓練 大阪府警 https://t.co/4qYpfwUtal #スマートニュース,ja,2023-01-17 12:14:56.688
1615306752446328835,"@man_maruchan711 何ですと～！😍
　あの お父さんへしてあげた、伝説の肩もみ！をしてくれるんですか？😍😍
　今日も いい日になったーッ！
＼(^_^)／",ja,2023-01-17 12:15:21.627
1615306857631084544,"RT @livedoornews: 【忘れない】本日1月17日で「阪神淡路大震災」から28年

1995年1月17日午前5時46分に発生。近畿圏の広域が大きな被害を受け、犠牲者は6434人に達した。第二次世界大戦後に発生した地震災害としては当時最大で、この災害を教訓として「DM…",ja,2023-01-17 12:15:47.286
1615306947468886016,RT @shinyahoya: 地震の切迫度が「阪神・淡路大震災」直前より高い活断層があることを知っていますか？①糸魚川ー静岡構造線断層帯（長野県区間）②富士川河口断層帯③日奈久断層帯④境峠・神谷断層帯⑤中央構造線断層帯（愛媛県区間）⑥阿寺断層帯⑦三浦半島断層群⑧安芸灘断層帯の…,ja,2023-01-17 12:16:07.901
1615307037965160449,"RT @eyt99sonuyap: Sayın Genel Başkan'ım @dbdevletbahceli

Bizler 08:09.1999 öncesi işe başlayan, Ancak 1999 yılı #deprem şartlarında EYT'yi…",tr,2023-01-17 12:16:29.442
1615307122488516609,"RT @zgrlk81699869: @SaadetPartisi 100yılaYakışır BirlikteAffedin

fetö yargıda deprem yaratı bizlerde enkazında kaldık GenelAf istiyoruz ht…",tr,2023-01-17 12:16:49.961
1615307250930946049,"RT @livedoornews: 【忘れない】本日1月17日で「阪神淡路大震災」から28年

1995年1月17日午前5時46分に発生。近畿圏の広域が大きな被害を受け、犠牲者は6434人に達した。第二次世界大戦後に発生した地震災害としては当時最大で、この災害を教訓として「DM…",ja,2023-01-17 12:17:20.975
1615312090063044608,"RT @SarahAlainn: What if this world could become a lie
And everything we knew would vanish in a sigh
Still I would close my eyes
Your voice…",en,2023-01-17 12:36:34.829
1615312746291290117,"RT @MinaVafaee: IRGC has not only provided security for Iran, but whenever there is a flood, earthquake or accident in Iran, they are among…",en,2023-01-17 12:39:11.074
1615313702118658049,"@jsanchezcristo Don julio, por sola curiosidad, como serían sus comentarios y titulares, si a este personaje y guion solo se le cambiará el partido y los amigos por los del CD. Seamos serios.",es,2023-01-17 12:42:58.948
1615314796290928642,"@AzLn_OpSiGood good evening
こんばんは

Please don't apologize
謝らなくていいですよ

 I don't know major 
disasters in other countrise
他の国の大災害 案外
知らないです

all I know is
Los-Angeles Earthquake &amp;
Chernobly Nuclear Accident
私が知ってるのは
ロサンゼルス地震と
チェルノブイリ原発事故",ja,2023-01-17 12:47:19.786
1615315822314139649,"RT @SarahAlainn: What if this world could become a lie
And everything we knew would vanish in a sigh
Still I would close my eyes
Your voice…",en,2023-01-17 12:51:23.671
1615316543323119616,"#NowWatching
Piranah (2010)
Dir. Alenxandre Aja 📽️

""After an earthquake splits the sea floor, ancient Piranha's are released.""

It's fun watching Richard Dreyfuss sing the same boat song he sang in Jaws at the beginning of this. 
#FilmTwitter #HorrorCommunity https://t.co/i4rk562LNp",en,2023-01-17 12:54:15.842
1615317222540320768,"RT @enahpiutoficial: El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la ciudad d…",es,2023-01-17 12:56:58.106
1615319416245190656,#Earthquake (#séisme) M2.1 strikes 29 km SE of #Bressuire (#France) 20 min ago. More info: https://t.co/QFLkbfHC5n,en,2023-01-17 13:05:42.008
1615301215969218560,最強ゲコレイド、地面テラスチョッキディンルー×4で地震連打とか思ったけどダメだな,ja,2023-01-17 11:53:21.779
1615301314681913344,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 11:53:44.669
1615301412493348866,@halpacapaca 地震、大丈夫ですー？！,ja,2023-01-17 11:54:08.782
1615301521134211073,@ira612 当時小学生でしたが｢地震で大変なことが起きた｣事はしっかり覚えています(｀；ω；´),ja,2023-01-17 11:54:33.975
1615301623735291904,@ignaciobriones_ @ignacioarenas @GabrielBoric @ProfMarcoAvila Evopoli va ser complice de este gobierno y de su protecto refindacional. Que aporte van a ser si ellos ya tienen decidido lo que desean hacer. Por favor eso es Evopoli sin fuerza tontos utiles se les llama antiguamente.,es,2023-01-17 11:54:58.936
1615301720258797571,"こんな硬いんだから、などと言う。
百年以上の歴史を持つ木造の階段の手すりを愛撫しながら時が過ぎていくことが、家族を持ち身を損ないながら働き世間に生きて毒とも薬ともなり転生を繰り返すより、はるかに重要な気がする。
人か。父が母にそうであって欲しいと願われている私、居酒屋の店主にそうで",ja,2023-01-17 11:55:23.095
1615302550273785856,"RT @0024tmhktb06am: これは閲覧注意なのですが、#阪神淡路大震災 の瞬間のコンビニエンスストアの映像です。
震度３とか４の地震なら「お、地震」って気づけるのですが、唐突に直下で震度７が来るとこうなるので何が起きたのか理解できません。ちなみに、あらゆるものが吹っ…",ja,2023-01-17 11:58:40.062
1615302651738198017,"RT @serdaremirolu: #deprem mağdurlarının yer almadığı bir yasa eksik bir yasadır.
Adaletli bir düzenleme ile #EYT kapsamı 31 Aralık 1999 ta…",tr,2023-01-17 11:59:03.672
1615302786316632065,"阪神大震災の次にでかい地震経験したのは大阪北部ですね
あの時は何十年と大きい地震経験してなくて死ぬほどビビったのを覚えてる",ja,2023-01-17 11:59:35.974
1615302778200690689,地震怖いのでお願いします🙏 #NHK沼,ja,2023-01-17 11:59:34.235
1615302923159838721,"17 January 1897 8:30 UT
M6.8 #earthquake at Kopet Dagh struck Quchan, Razavi Khorasan prov., NE Iran, killing 1,000 people. Quchan had been destroyed by another EQ just 14 months before and so was relocated.
https://t.co/jWVvRGv3Ra
https://t.co/wRP16ExdQ8
https://t.co/usoIX15o8k https://t.co/cb7azsr0Au",en,2023-01-17 12:00:08.902
1615303014189010944,@hiroyoshimura 大阪880万人訓練をされていらっしゃったり、堤防の耐震強化もされたりなど、防災対策でも府市一体となった取り組みは心強いですね。,ja,2023-01-17 12:00:30.717
1615303109169008643,"#博多フォーク同好会 で笑顔に
https://t.co/ac4wOnl6Cu…
福岡市天気1/18水

くもりたまに晴れ?
パラッと小雨の所も?
折りたたみ傘持っとく?
寒さ対策しっかりと

気温5~9度前後?
北西よりの風2~5m前後?
火災注意
金曜から寒波の第一波?
来週は大寒波?ご準備を

コロナとインフルに注意
地震も警戒を https://t.co/7rxLJhjcWm",ja,2023-01-17 12:00:53.556
1615306651028058112,"RT @andresiniesta8: Todo mi cariño y fuerza para Kobe y toda su gente en esta fecha tan señalada, hoy que se cumplen 28 años del terremoto…",ja,2023-01-17 12:14:57.905
1615306749820522496,"RT @zgrlk81699869: @SaadetPartisi 100yılaYakışır BirlikteAffedin

fetö yargıda deprem yaratı bizlerde enkazında kaldık GenelAf istiyoruz ht…",tr,2023-01-17 12:15:20.582
1615306852845162496,"RT @byrmdmrblk: 17 Ağustos 1999 ve 12 Kasım 1999  herkes can derdindeyken iki büyük deprem arasına EYT tarihi konuldu, depremden dolayı işe…",tr,2023-01-17 12:15:46.457
1615306946869067782,"@sokura_tes ソクさんの家にピンポイントで地震を起こします(*`･ω･´)

そういえば、今週ブレスレットを作る予定なのですがゆららのブレスレット欲しかったりしまつか？(°ω°)",ja,2023-01-17 12:16:07.613
1615307029647876096,"cuando vaya a CR habre llevado como año y medio sin sentir un temblor/terremoto, el primero q sienta cuando llegue va a ser un ride y medio",es,2023-01-17 12:16:28.004
1615307126632595460,RT @Mehmetfatihsar: Deprem nedeniyle işe girişimiz ertelendi. EYT 31.12 .1999 u kapsamalı #EytDepremeTakıldık,tr,2023-01-17 12:16:50.674
1615307248913338368,"RT @zaferane: سپاه متشکریم... 
بابت حضورتون
در 
برف
زلزله
کمک مومنانه

#ThanksIRGC https://t.co/rZ3N0i4eGO",fa,2023-01-17 12:17:20.41
1615312095230451712,RT @zenji_nio: 阪神・淡路大震災の記念日に、亡くなったすべての人たちの魂を祈ります。全能の不動明王、慈悲深い観音様、大神八幡菩薩様が聖なる日本を末永くお守りくださいますように。May Buddha bless the souls of all victims of…,ja,2023-01-17 12:36:35.852
1615312789232312320,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 12:39:21.128
1615313706967248897,@sonicsledge We had Antonio the Earthquake. Mountains would move and lines of sight appear when there were none a turn ago. Consistently every game xD.,en,2023-01-17 12:42:59.972
1615314793891770368,"17-1-1944: en Buenos Aires, Juan Domingo Perón y Evita se conocen en la gala del Luna Park para los damnificados por el terremoto de San Juan.",es,2023-01-17 12:47:18.863
1615315822192492545,"RT @yonezawakouji: 【ブログ過去記事紹介】
阪神・淡路大震災の時、私は中国へいた…あれから28年。
https://t.co/SF7YjJYpaV",ja,2023-01-17 12:51:24.024
1615316543906222081,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 12:54:16.267
1615317227842203648,"RT @chairwarmer2: ５万円分の賞品当選が表示され、「商品を受け取るための条件」として求められたのは「５つのグループ、もしくは２０人の友人に拡散する」

手口が完全に🐭講
これ、実際には賞品なんてもちろん供与されないとしても、無限連鎖講防止法とかに引っかかる可能性…",ja,2023-01-17 12:56:59.116
1615317564112109569,"RT @SarahAlainn: What if this world could become a lie
And everything we knew would vanish in a sigh
Still I would close my eyes
Your voice…",en,2023-01-17 12:58:19.378
1615317922205032448,"RT @AlMaXx8017: ◤#Enero 17, 1995 || 05:46[GMT+9]

Ocurre el gran #terremoto de #Kōbe o #Hanshin-#Awaji en 🇯🇵 #Japón, con una magnitud de 7.…",es,2023-01-17 12:59:44.821
1615318386287804423,RT @tenkijp_jishin: 31日7時4分頃、和歌山県で最大震度1を観測する地震がありました。震源地は和歌山県北部、M2.1。この地震による津波の心配はありません。 https://t.co/N8xdJ7yNX2 #jishin #地震,ja,2023-01-17 13:01:35.347
